Tristan;0;0;0;0;0;9
Tron;11;13;17;0;4;0
Trond;261;489;602;275;91;20
Troy;0;0;0;0;0;7
Truls;25;41;32;51;70;66
Trygve;116;86;48;50;34;55
Trym;0;4;4;4;19;133
Tønnes;0;0;0;0;0;0
Ulf;79;82;67;18;8;4
Ulrik;0;0;0;5;22;66
Usman;0;0;0;4;13;4
Vaidas;0;0;5;8;7;0
Valentin;0;4;0;10;0;11
Van;0;7;5;0;0;0
Varg;0;0;0;0;0;0
Vebjørn;0;0;13;12;13;58
Vegar;0;6;36;46;56;29
Vegard;5;15;76;145;250;210
Vemund;0;0;4;4;7;32
Vetle;0;0;0;5;35;143
Victor;8;13;16;14;44;79
Vidar;167;250;275;131;63;15
Viggo;52;47;29;11;6;0
Viktor;19;10;11;8;21;58
Vilhelm;0;0;0;0;0;0
Viljar;0;0;0;0;5;23
Villy;27;5;0;0;0;0
Vincent;0;0;0;5;7;13
Vladimir;8;11;12;19;6;0
Vytautas;0;5;5;7;15;0
Waldemar;0;16;16;13;0;0
Walid;0;0;0;9;0;11
Walter;17;13;5;4;0;4
Werner;17;17;25;7;0;0
Widar;0;4;6;0;0;0
Wieslaw;4;20;14;4;0;0
Wiggo;14;10;15;8;0;0
Wiktor;0;0;0;0;5;9
Wilhelm;11;0;0;8;11;15
William;11;14;10;24;50;177
Willy;104;56;20;4;5;0
Wilmer;0;0;0;0;0;0
Wojciech;0;10;45;59;19;4
Yahya;0;0;0;0;0;4
Yasin;0;0;0;6;9;7
Yngvar;32;16;15;5;0;0
Yngve;45;42;86;45;21;11
Yonas;0;0;7;7;15;5
Yosef;0;0;0;4;0;0
Yousef;0;0;6;0;8;7
Youssef;0;0;7;0;0;12
Yusuf;0;5;12;9;7;7
Zakaria;0;0;0;0;4;9
Zbigniew;0;42;34;19;0;0
Zoran;0;9;0;6;0;0
Øistein;20;19;8;9;5;0
Øivind;134;81;64;32;19;7
Ørjan;9;15;71;93;139;47
Ørnulf;16;10;7;0;0;0
Øystein;178;180;285;274;141;52
Øyvind;181;228;390;363;195;58
Ådne;7;7;7;5;12;51
Åge;148;112;41;21;16;0
Åsmund;35;25;19;34;27;24
